chapter,kind,method,level,verse,cometkiwi,src,mt
8,method,helsinki,,19,0.829569,"Now Jesus’ mother and brothers came to see him, but they were not able to get near him because of the crowd.","耶稣的母亲和哥哥们来见他,但他们因众人而不能接近他。"
8,method,helsinki,,20,0.863535,"Someone told him, “Your mother and brothers are standing outside, wanting to see you.”","有人告诉他,“你们的母亲和兄弟们站在外面,想见你。”"
8,method,helsinki,,21,0.802692,"He replied, “My mother and brothers are those who hear God’s word and put it into practice.”

Jesus Calms the Storm","他说:我的母亲和哥哥们,确是倾听真主的言语,而且加以实践的。耶穌使暴风平静。"
8,method,helsinki,,22,0.882431,"One day Jesus said to his disciples, “Let us go over to the other side of the lake.” So they got into a boat and set out.","一天,耶稣对他的门徒说:让我们到湖的另一边去吧!他们就乘船出发了。"
8,method,helsinki,,23,0.856192,"As they sailed, he fell asleep. A squall came down on the lake, so that the boat was being swamped, and they were in great danger.","当他们航行的时候,他睡着了。湖上出现了一场大地震,船被淹没了,他们处于极大的危险之中。"
8,method,helsinki,,24,0.857257,"The disciples went and woke him, saying, “Master, Master, we’re going to drown!”

He got up and rebuked the wind and the raging waters; the storm subsided, and all was calm.","门徒去叫醒他,说“大师,主人,我们要淹死了! ”他起来斥责风和沸腾的海水,风暴平息下来,一切平静。"
8,method,helsinki,,25,0.691252,"“Where is your faith?” he asked his disciples.

In fear and amazement they asked one another, “Who is this? He commands even the winds and the water, and they obey him.”

Jesus Restores a Demon-Possessed Man","他对他的门徒们说:你们的信仰呢?他问他们,他们为恐怖和恐怖而互相询问:这是谁呢?他命令风和水,而他们顺从他。耶稣使一个以恶魔为对象的人复生。"
8,method,helsinki,,26,0.803626,"They sailed to the region of the Gerasenes, which is across the lake from Galilee.","他们航行到Gerasenes地区, 从加利利穿过湖。"
8,method,helsinki,,27,0.858098,"When Jesus stepped ashore, he was met by a demon-possessed man from the town. For a long time this man had not worn clothes or lived in a house, but had lived in the tombs.","当耶稣上岸时,城里一个恶魔附身的人遇见了他,这个人很久没有穿衣服,也没有住过房子,而是住在坟墓里。"
8,method,helsinki,,28,0.820063,"When he saw Jesus, he cried out and fell at his feet, shouting at the top of his voice, “What do you want with me, Jesus, Son of the Most High God? I beg you, don’t torture me!”","当他看见耶稣的时候,他喊叫着说:真主的儿子啊!你对我做什么?求你了,不要折磨我!"
8,method,helsinki,,29,0.780351,"For Jesus had commanded the impure spirit to come out of the man. Many times it had seized him, and though he was chained hand and foot and kept under guard, he had broken his chains and had been driven by the demon into solitary places.",耶稣 曾 吩咐 污秽 的 鬼魂 出 来 . 他 被 人 抓住 了 多 次 、 虽然 被 捆绑 的 手 脚 、 被 看守 、 仍 折断 了 枷锁 、 被 恶魔 推 入 孤独 之 地
8,method,helsinki,,30,0.859498,"Jesus asked him, “What is your name?”

“Legion,” he replied, because many demons had gone into him.","耶稣问他,“你叫什么名字?” 他回答说,“列吉昂”,因为有许多恶魔进入他体内。"
8,method,helsinki,,31,0.804167,And they begged Jesus repeatedly not to order them to go into the Abyss.,他们一再恳求耶稣不要命令他们进入Abys。
8,method,helsinki,,32,0.793333,"A large herd of pigs was feeding there on the hillside. The demons begged Jesus to let them go into the pigs, and he gave them permission.","一群猪在山坡上觅食,恶魔求耶稣让他们进猪房,并允许他们进猪房。"
8,method,helsinki,,33,0.794569,"When the demons came out of the man, they went into the pigs, and the herd rushed down the steep bank into the lake and was drowned.","当恶魔从那个人身上出来时,他们走进猪房,牛群冲下陡峭的河岸,淹死了。"
8,method,helsinki,,34,0.654948,"When those tending the pigs saw what had happened, they ran off and reported this in the town and countryside,","当那些养猪的人看到发生了什么, 他们跑了,报告 在城镇和农村,"
8,method,helsinki,,35,0.725821,"and the people went out to see what had happened. When they came to Jesus, they found the man from whom the demons had gone out, sitting at Jesus’ feet, dressed and in his right mind; and they were afraid.","众人就去看一看当时的情况。当他们来到耶稣面前的时候,他们发现那个恶魔从耶稣面前出来的人,当时他穿戴衣服,心智正常,而且害怕。"
8,method,helsinki,,36,0.706031,Those who had seen it told the people how the demon-possessed man had been cured.,那些见过它的人告诉人们 恶魔拥有的人是如何被治愈的
8,method,helsinki,,37,0.792160,"Then all the people of the region of the Gerasenes asked Jesus to leave them, because they were overcome with fear. So he got into the boat and left.","吉拉塞人就叫耶稣离开他们,因为他们是被恐惧所征服的。然后,他上船离开。"
8,method,helsinki,,38,0.770034,"The man from whom the demons had gone out begged to go with him, but Jesus sent him away, saying,",那 恶魔 出去 的 人 、 求 他 和 他 同去 . 耶穌却 打发 他 去 、 說
8,method,helsinki,,39,0.613831,"“Return home and tell how much God has done for you.” So the man went away and told all over town how much Jesus had done for him.

Jesus Raises a Dead Girl and Heals a Sick Woman","他说:你们回去吧!你们告诉我吧,真主确已为你们做了许多事情。他说:真主为你们确已为你们做了许多事情,他把一切事情告诉了全城的人,他为他做了许多事情。"
8,method,helsinki,,40,0.858697,"Now when Jesus returned, a crowd welcomed him, for they were all expecting him.",当耶稣回来的时候 人群欢迎他 因为大家都在等他
8,method,helsinki,,41,0.845747,"Then a man named Jairus, a synagogue leader, came and fell at Jesus’ feet, pleading with him to come to his house","后来,一个名叫Jairus的人 -- -- 一个犹太教堂领袖 -- -- 来到耶稣的脚下,恳求他到他家来。"
8,method,helsinki,,42,0.811450,"because his only daughter, a girl of about twelve, was dying.

As Jesus was on his way, the crowds almost crushed him.","因为他唯一的女儿,一个大约12岁的女孩,正在死去。 当耶稣在路上的时候,人群几乎把他压扁了。"
8,method,helsinki,,43,0.841094,"And a woman was there who had been subject to bleeding for twelve years, but no one could heal her.","在那里有一位妇女 已经流血了12年, 没有人能治愈她。"
8,method,helsinki,,44,0.825703,"She came up behind him and touched the edge of his cloak, and immediately her bleeding stopped.","她站在他身后,摸到了他的斗篷的边缘,她立即止血。"
8,method,helsinki,,45,0.825497,"“Who touched me?” Jesus asked.

When they all denied it, Peter said, “Master, the people are crowding and pressing against you.”","耶稣说:谁碰我?当他们都否认的时候,彼得说:大师啊!众人围攻着你,"
8,method,helsinki,,46,0.850717,"But Jesus said, “Someone touched me; I know that power has gone out from me.”","但耶稣说:有人碰我,我知道我已丧失权力。"
8,method,helsinki,,47,0.775031,"Then the woman, seeing that she could not go unnoticed, came trembling and fell at his feet. In the presence of all the people, she told why she had touched him and how she had been instantly healed.","然后,那个女子看见她不能不觉悟,就颤抖地站在他的脚下,当着所有人的面,她告诉人们为什么碰他,她是如何立刻痊愈的。"
8,method,helsinki,,48,0.651539,"Then he said to her, “Daughter, your faith has healed you. Go in peace.”","他对她说:你们告诉我吧!你们的信仰已痊愈了,你们平安地去吧!"
8,method,helsinki,,49,0.858351,"While Jesus was still speaking, someone came from the house of Jairus, the synagogue leader. “Your daughter is dead,” he said. “Don’t bother the teacher anymore.”","当耶稣还在讲话时,有人从犹太会堂领袖Jairus的家里来。 他说 : “ 你的女儿死了。 ”他说 : “ 不要再打扰老师了。 ”"
8,method,helsinki,,50,0.852536,"Hearing this, Jesus said to Jairus, “Don’t be afraid; just believe, and she will be healed.”","耶稣对雅鲁斯说:你不要害怕,你应当相信,她必定痊愈。"
8,method,helsinki,,51,0.856521,"When he arrived at the house of Jairus, he did not let anyone go in with him except Peter, John and James, and the child’s father and mother.","当他到达Jairus家时,除了Peter、John和James以及孩子的父亲和母亲之外,他不让任何人与他一起进去。"
8,method,helsinki,,52,0.868526,"Meanwhile, all the people were wailing and mourning for her. “Stop wailing,” Jesus said. “She is not dead but asleep.”","与此同时,所有人都为她哭泣和哀悼。 耶稣说 , “ 不要哭泣 。 ” 耶稣说 , “ 她不是死了,而是睡着了。 ”"
8,method,helsinki,,53,0.768508,"They laughed at him, knowing that she was dead.","他们嘲笑他,知道她死了。"
8,method,helsinki,,54,0.869535,"But he took her by the hand and said, “My child, get up!”","但他用手抱着她说,“我的孩子,起来!”"
8,method,helsinki,,55,0.871208,"Her spirit returned, and at once she stood up. Then Jesus told them to give her something to eat.","她的灵魂又复活了,她立刻站起来。然后,耶稣叫他们给她吃东西。"
8,method,helsinki,,56,0.885207,"Her parents were astonished, but he ordered them not to tell anyone what had happened.","她的父母感到惊讶,但他命令他们不要告诉任何人发生了什么。"
8,method,mBART-50,,1,0.838217,"After this, Jesus traveled about from one town and village to another, proclaiming the good news of the kingdom of God. The Twelve were with him,","耶稣从一个城里到另一个村庄去,宣布神的王国的福音。 十二人同他,"
8,method,mBART-50,,2,0.733089,and also some women who had been cured of evil spirits and diseases: Mary (called Magdalene) from whom seven demons had come out;,"又有些妇人从恶灵和疾病中医治出来,就是玛格达琳的玛利亚,从她身上出了七个恶魔。"
8,method,mBART-50,,3,0.818476,"Joanna the wife of Chuza, the manager of Herod’s household; Susanna; and many others. These women were helping to support them out of their own means.","约安娜是朱撒的妻子,是希罗多德家务的管家,苏珊娜还有许多其他妇女,这些妇女靠自己的力量帮助他们。"
8,method,mBART-50,,4,0.737066,"While a large crowd was gathering and people were coming to Jesus from town after town, he told this parable:",徒5:9 有许多人聚集、从各城到耶稣那里、就说这比喻、
8,method,mBART-50,,5,0.734678,"“A farmer went out to sow his seed. As he was scattering the seed, some fell along the path; it was trampled on, and the birds ate it up.","“一个农夫出去播种种子,当他散播种子时,一些人沿着路掉下来,被践踏,鸟儿吃了。"
8,method,mBART-50,,6,0.835986,"Some fell on rocky ground, and when it came up, the plants withered because they had no moisture.","有些掉到岩石地上,当岩石上升时,植物就枯萎了,因为没有湿气。"
8,method,mBART-50,,7,0.801895,"Other seed fell among thorns, which grew up with it and choked the plants.","其他种子落在树枝中间, 树枝与它一起生长, 使植物窒息."
8,method,mBART-50,,8,0.638707,"Still other seed fell on good soil. It came up and yielded a crop, a hundred times more than was sown.”

When he said this, he called out, “Whoever has ears to hear, let them hear.”",撒下9:2 又有别的种子落在好地上、就起来、收成一百倍的庄稼。 他说这话、他喊道、凡有听见的耳朵、就听见。
8,method,mBART-50,,9,0.873722,His disciples asked him what this parable meant.,"他的门徒问他,这比喻的意思是什么。"
8,method,mBART-50,,10,0.834966,"He said, “The knowledge of the secrets of the kingdom of God has been given to you, but to others I speak in parables, so that,

“‘though seeing, they may not see;
though hearing, they may not understand.’","他说,“你们已经知道神的王国的秘密,我却用比喻告诉别人,使他们虽然看见,却不能看见,虽然听,却无法理解。"
8,method,mBART-50,,11,0.858829,“This is the meaning of the parable: The seed is the word of God.,“这是这个比喻的含义:种子是上帝的话。
8,method,mBART-50,,12,0.720008,"Those along the path are the ones who hear, and then the devil comes and takes away the word from their hearts, so that they may not believe and be saved.","沿着道路的人是那些听见的,然后魔鬼来,从他们的心里夺去那话,使他们不能相信,并且被救了。"
8,method,mBART-50,,13,0.766964,"Those on the rocky ground are the ones who receive the word with joy when they hear it, but they have no root. They believe for a while, but in the time of testing they fall away.","那些在岩石地上的人,听见那话时喜悦地接受,却没有根基。 他们暂时相信,但在试炼的时候却跌倒了。"
8,method,mBART-50,,14,0.636034,"The seed that fell among thorns stands for those who hear, but as they go on their way they are choked by life’s worries, riches and pleasures, and they do not mature.",林前6:9 那些在荆棘中倒下来的种子、为听见的人站立。 他们行走的时候、都受生命忧虑、财物和喜悦的窒息、不成熟。
8,method,mBART-50,,15,0.630713,"But the seed on good soil stands for those with a noble and good heart, who hear the word, retain it, and by persevering produce a crop.

A Lamp on a Stand",诗119:9 地上的种子代表那些有高尚和善良的心的人、听见那话、保住它、坚忍地收成庄稼。
8,method,mBART-50,,16,0.863052,"“No one lights a lamp and hides it in a clay jar or puts it under a bed. Instead, they put it on a stand, so that those who come in can see the light.","“没有人开灯,把灯藏在粘土罐里或者放在床底下,而是把灯放在架子上,让进来的人能看见灯光。"
8,method,mBART-50,,17,0.694579,"For there is nothing hidden that will not be disclosed, and nothing concealed that will not be known or brought out into the open.","因为没有隐藏的、不可揭示的、也没有隐藏的,不可知的、不能公开的。"
8,method,mBART-50,,18,0.696309,"Therefore consider carefully how you listen. Whoever has will be given more; whoever does not have, even what they think they have will be taken from them.”

Jesus’ Mother and Brothers","因此,仔细考虑你们如何倾听。凡有的人,必得到更多;凡没有的人,他们所认为的,也必从他们手中夺走。"
8,method,mBART-50,,19,0.827062,"Now Jesus’ mother and brothers came to see him, but they were not able to get near him because of the crowd.","耶稣的母亲和弟兄们来看他,但由于众人,他们不能靠近他。"
8,method,mBART-50,,20,0.865684,"Someone told him, “Your mother and brothers are standing outside, wanting to see you.”","有人告诉他,“你母亲和兄弟都站在外面,想见你。 ”"
8,method,mBART-50,,21,0.637816,"He replied, “My mother and brothers are those who hear God’s word and put it into practice.”

Jesus Calms the Storm","他回答说,“我的母亲和弟兄是那些听神的话并实践的。 ”"
8,method,mBART-50,,22,0.861554,"One day Jesus said to his disciples, “Let us go over to the other side of the lake.” So they got into a boat and set out.",耶稣有一天对门徒说、我们到湖的另一边去。 他们就上了船出去。
8,method,mBART-50,,23,0.857099,"As they sailed, he fell asleep. A squall came down on the lake, so that the boat was being swamped, and they were in great danger.","他们航行的时候,他睡着了。 湖上传来一阵大浪,船被淹没了,他们非常危险。"
8,method,mBART-50,,24,0.832075,"The disciples went and woke him, saying, “Master, Master, we’re going to drown!”

He got up and rebuked the wind and the raging waters; the storm subsided, and all was calm.","门徒走了,叫醒他,说:“老师,老师,我们要淹死!”他站起来,责备风和狂风;风减弱了,一切都平静了。"
8,method,mBART-50,,25,0.774706,"“Where is your faith?” he asked his disciples.

In fear and amazement they asked one another, “Who is this? He commands even the winds and the water, and they obey him.”

Jesus Restores a Demon-Possessed Man","他问他的门徒,“你们的信仰在哪?” 他们惊恐、惊奇地问对方,“他是谁?他命令风和水,他们都听从他。"
8,method,mBART-50,,26,0.801930,"They sailed to the region of the Gerasenes, which is across the lake from Galilee.",他们乘船到加利利的湖边的格拉西尼人地方。
8,method,mBART-50,,27,0.851277,"When Jesus stepped ashore, he was met by a demon-possessed man from the town. For a long time this man had not worn clothes or lived in a house, but had lived in the tombs.","耶稣走到岸边时,遇见一个从城里来的恶魔人。 这个人长久以来没有穿衣服、也没有住在房子里、而是住在坟墓里。"
8,method,mBART-50,,28,0.859889,"When he saw Jesus, he cried out and fell at his feet, shouting at the top of his voice, “What do you want with me, Jesus, Son of the Most High God? I beg you, don’t torture me!”","当他看见耶稣时,他大声喊道,跌倒在地脚,尖叫道:“你想要我什么呢,耶稣,天上神的儿子?我求你,不要折磨我!”"
8,method,mBART-50,,29,0.839706,"For Jesus had commanded the impure spirit to come out of the man. Many times it had seized him, and though he was chained hand and foot and kept under guard, he had broken his chains and had been driven by the demon into solitary places.","因为耶稣吩咐这不洁净的灵从那人身上出来。 它多次抓住他,虽然他手脚被链子捆住,并且被看守,但他却折断了链子,被恶魔赶到孤儿的地方。"
8,method,mBART-50,,30,0.651567,"Jesus asked him, “What is your name?”

“Legion,” he replied, because many demons had gone into him.","耶稣问他,“你叫什么?”他回答说,因为有许多恶魔进入他。"
8,method,mBART-50,,31,0.866058,And they begged Jesus repeatedly not to order them to go into the Abyss.,他们反复恳求耶稣不要叫他们进入深渊。
8,method,mBART-50,,32,0.754448,"A large herd of pigs was feeding there on the hillside. The demons begged Jesus to let them go into the pigs, and he gave them permission.","在那里,山边有一大群猪吃。 恶魔求耶稣放他们进猪里去,他准许他们。"
8,method,mBART-50,,33,0.847522,"When the demons came out of the man, they went into the pigs, and the herd rushed down the steep bank into the lake and was drowned.","恶魔从那人身上出来,进入猪中,羊群冲下陡峭的河岸进湖里,淹死了。"
8,method,mBART-50,,34,0.836526,"When those tending the pigs saw what had happened, they ran off and reported this in the town and countryside,","那些养猪的人看见发生了什么事,就跑去,在城里和乡下报道了这件事。"
8,method,mBART-50,,35,0.800125,"and the people went out to see what had happened. When they came to Jesus, they found the man from whom the demons had gone out, sitting at Jesus’ feet, dressed and in his right mind; and they were afraid.","百姓出去看发生了什么事。 他们来到耶稣那里,看见鬼从他那里出来的那个人,坐在耶稣的脚下,穿着整洁,有理智,他们都害怕。"
8,method,mBART-50,,36,0.841910,Those who had seen it told the people how the demon-possessed man had been cured.,"那些看见它的人告诉人们,那被恶魔所支配的人已经痊愈了。"
8,method,mBART-50,,37,0.622823,"Then all the people of the region of the Gerasenes asked Jesus to leave them, because they were overcome with fear. So he got into the boat and left.",撒下9  Gerasenes 地方的众民都求耶稣离开他们、因为他们惧怕、就上了船走了。
8,method,mBART-50,,38,0.728474,"The man from whom the demons had gone out begged to go with him, but Jesus sent him away, saying,",那鬼从他那里出去的、要同他去。 耶稣却差遣他去、说、
8,method,mBART-50,,39,0.547574,"“Return home and tell how much God has done for you.” So the man went away and told all over town how much Jesus had done for him.

Jesus Raises a Dead Girl and Heals a Sick Woman","于是那人走了,在城里都告诉他耶稣为他做了多少事。"
8,method,mBART-50,,40,0.861292,"Now when Jesus returned, a crowd welcomed him, for they were all expecting him.","耶稣回来的时候,一群人欢迎他,因为他们都盼望他。"
8,method,mBART-50,,41,0.811382,"Then a man named Jairus, a synagogue leader, came and fell at Jesus’ feet, pleading with him to come to his house",徒5:9 犹大会堂的首领、名叫雅利罗斯、来到耶稣的脚前、恳求他到他的屋子去
8,method,mBART-50,,42,0.755798,"because his only daughter, a girl of about twelve, was dying.

As Jesus was on his way, the crowds almost crushed him.","约十二岁左右的女儿死了。 耶稣正要走的时候,人群几乎把他压倒了。"
8,method,mBART-50,,43,0.774699,"And a woman was there who had been subject to bleeding for twelve years, but no one could heal her.","那妇人有十二年流血,没有人能治愈。"
8,method,mBART-50,,44,0.833853,"She came up behind him and touched the edge of his cloak, and immediately her bleeding stopped.","她走到他后面,摸了摸他的外套的边缘,立刻停止了她的出血。"
8,method,mBART-50,,45,0.815867,"“Who touched me?” Jesus asked.

When they all denied it, Peter said, “Master, the people are crowding and pressing against you.”","耶稣问,谁触摸我呢。 当他们都否认的时候,彼得说,主阿,百姓拥挤起来,向你逼迫。"
8,method,mBART-50,,46,0.805955,"But Jesus said, “Someone touched me; I know that power has gone out from me.”",耶稣说、有人摸到我、我知道那力量从我身上出来了。
8,method,mBART-50,,47,0.717698,"Then the woman, seeing that she could not go unnoticed, came trembling and fell at his feet. In the presence of all the people, she told why she had touched him and how she had been instantly healed.","那妇人看见她不能不注意,就 trembling地走过来,跌倒在他脚上。 在众人面前,她告诉他为什么碰了他,并立刻痊愈了。"
8,method,mBART-50,,48,0.663898,"Then he said to her, “Daughter, your faith has healed you. Go in peace.”",撒下8 耶稣对她说、女儿、你的信心治愈了你、就平安去。
8,method,mBART-50,,49,0.860211,"While Jesus was still speaking, someone came from the house of Jairus, the synagogue leader. “Your daughter is dead,” he said. “Don’t bother the teacher anymore.”","当耶稣还在说话的时候,有一个人从犹太会堂的领袖杰鲁斯的家里来,他说:“你女儿死了,”他说道,“别再烦老师了。”"
8,method,mBART-50,,50,0.881839,"Hearing this, Jesus said to Jairus, “Don’t be afraid; just believe, and she will be healed.”","耶稣听见这话,对雅鲁说,不要害怕,只要相信,她就会痊愈。"
8,method,mBART-50,,51,0.765445,"When he arrived at the house of Jairus, he did not let anyone go in with him except Peter, John and James, and the child’s father and mother.","他到了 Jairus的屋子,除了彼得、约翰、雅各、和孩子的父亲和母亲以外,谁也不许他进去。"
8,method,mBART-50,,52,0.872409,"Meanwhile, all the people were wailing and mourning for her. “Stop wailing,” Jesus said. “She is not dead but asleep.”","这时,所有的人都为她哭泣,哀悼。耶稣说:“别哭了,她不是死了,而是睡着了。”"
8,method,mBART-50,,53,0.799409,"They laughed at him, knowing that she was dead.","他们对他笑了笑, 知道她已经死了."
8,method,mBART-50,,54,0.865717,"But he took her by the hand and said, “My child, get up!”","他抓住她的手,说:“孩子,起来!”"
8,method,mBART-50,,55,0.860799,"Her spirit returned, and at once she stood up. Then Jesus told them to give her something to eat.","她的灵又回来,她立刻站起来。 耶稣告诉他们给她吃点东西。"
8,method,mBART-50,,56,0.881878,"Her parents were astonished, but he ordered them not to tell anyone what had happened.","她的父母很惊奇,但他命令他们不要告诉任何人发生的事情。"
8,method,nllb-200-distilled-600M,,1,0.848323,"After this, Jesus traveled about from one town and village to another, proclaiming the good news of the kingdom of God. The Twelve were with him,","后来,耶稣从城乡到城乡,传道神的国福音,十二个门徒跟随他."
8,method,nllb-200-distilled-600M,,2,0.689067,and also some women who had been cured of evil spirits and diseases: Mary (called Magdalene) from whom seven demons had come out;,"还有一些被邪灵和疾病所治愈的妇女,就是从她里出来的七个鬼,名叫马加达拉的玛利亚."
8,method,nllb-200-distilled-600M,,3,0.688253,"Joanna the wife of Chuza, the manager of Herod’s household; Susanna; and many others. These women were helping to support them out of their own means.","希律的管家库萨的妻子约拿,苏珊娜,还有许多其他妇女,她们以自己的财力为主."
8,method,nllb-200-distilled-600M,,4,0.736334,"While a large crowd was gathering and people were coming to Jesus from town after town, he told this parable:","许多人从各城来到耶稣那里,一群人聚集,他就用这比喻说:"
8,method,nllb-200-distilled-600M,,5,0.699347,"“A farmer went out to sow his seed. As he was scattering the seed, some fell along the path; it was trampled on, and the birds ate it up.","有一个农夫出去撒种子.当他撒种子的时候,一些落在路边,被下,鸟吃了."
8,method,nllb-200-distilled-600M,,6,0.669033,"Some fell on rocky ground, and when it came up, the plants withered because they had no moisture.","其他落在岩石地上,起来,因没有水,就枯了."
8,method,nllb-200-distilled-600M,,7,0.750674,"Other seed fell among thorns, which grew up with it and choked the plants.","其他种子落在棘中,棘与它们一起生长,淹没了它们."
8,method,nllb-200-distilled-600M,,8,0.759111,"Still other seed fell on good soil. It came up and yielded a crop, a hundred times more than was sown.”

When he said this, he called out, “Whoever has ears to hear, let them hear.”","其他种子落在良好的土上,生长,生出百倍的果子.他说这话,就喊着说:""有耳朵听的人,就听吧!"""
8,method,nllb-200-distilled-600M,,9,0.861848,His disciples asked him what this parable meant.,门徒问耶稣这比喻的意思.
8,method,nllb-200-distilled-600M,,10,0.775976,"He said, “The knowledge of the secrets of the kingdom of God has been given to you, but to others I speak in parables, so that,

“‘though seeing, they may not see;
though hearing, they may not understand.’","耶稣说: ""你们是被赐予知道神的国秘境的,但我用比喻告诉别人,这样他们看不见,听不见,不明白."
8,method,nllb-200-distilled-600M,,11,0.866736,“This is the meaning of the parable: The seed is the word of God.,这比喻的意思是:种子就是神的话.
8,method,nllb-200-distilled-600M,,12,0.682709,"Those along the path are the ones who hear, and then the devil comes and takes away the word from their hearts, so that they may not believe and be saved.","沿路的种子就是那些听见的话的人;但魔鬼来,把话从他们的心中夺去,免得他们信得得救."
8,method,nllb-200-distilled-600M,,13,0.659667,"Those on the rocky ground are the ones who receive the word with joy when they hear it, but they have no root. They believe for a while, but in the time of testing they fall away.","落在岩石地上的人就是听见了,就喜乐地接受道的人;但没有根,他们只信一段时间,在试探的时候就跌倒了."
8,method,nllb-200-distilled-600M,,14,0.665118,"The seed that fell among thorns stands for those who hear, but as they go on their way they are choked by life’s worries, riches and pleasures, and they do not mature.","棘中落的种子就是那些听见的人,但在路上,他们被生命的忧虑,财富,乐趣淹没,不成长."
8,method,nllb-200-distilled-600M,,15,0.532523,"But the seed on good soil stands for those with a noble and good heart, who hear the word, retain it, and by persevering produce a crop.

A Lamp on a Stand","那些在良好的地上的种子,就是那些心里善良,善良的人,他们听到道,坚持,结果了果子.灯台是立在子上."
8,method,nllb-200-distilled-600M,,16,0.816424,"“No one lights a lamp and hides it in a clay jar or puts it under a bed. Instead, they put it on a stand, so that those who come in can see the light.","人不点灯,把它藏在陶器里,也不放在床下.而是放在灯台上,让进来的看见光."
8,method,nllb-200-distilled-600M,,17,0.789948,"For there is nothing hidden that will not be disclosed, and nothing concealed that will not be known or brought out into the open.","因为没有什么隐藏的,不必被揭露,没有什么隐藏的,不必被知道,也不必被揭露."
8,method,nllb-200-distilled-600M,,18,0.586940,"Therefore consider carefully how you listen. Whoever has will be given more; whoever does not have, even what they think they have will be taken from them.”

Jesus’ Mother and Brothers","所以你们怎样听,当当当心.有的人,必得多;没有的人,必得多,即使以为有,也必被夺去."
8,method,nllb-200-distilled-600M,,19,0.840625,"Now Jesus’ mother and brothers came to see him, but they were not able to get near him because of the crowd.","有一次,耶稣的母亲和弟兄们来见他,但因人群不能靠近他."
8,method,nllb-200-distilled-600M,,20,0.851262,"Someone told him, “Your mother and brothers are standing outside, wanting to see you.”","有人告诉耶稣说:""你的母亲和兄弟们站在外面,想见你."
8,method,nllb-200-distilled-600M,,21,0.743330,"He replied, “My mother and brothers are those who hear God’s word and put it into practice.”

Jesus Calms the Storm","耶稣回答说:我的母亲和弟兄就是那些听着神的话,遵行的人."
8,method,nllb-200-distilled-600M,,22,0.861689,"One day Jesus said to his disciples, “Let us go over to the other side of the lake.” So they got into a boat and set out.","有一天,耶稣对门徒说:我们往那边去.他们就上了一艘船,离开了."
8,method,nllb-200-distilled-600M,,23,0.844093,"As they sailed, he fell asleep. A squall came down on the lake, so that the boat was being swamped, and they were in great danger.","他们航行的时候,耶稣睡着了.海上有一阵风暴,使船淹没,他们陷入危险."
8,method,nllb-200-distilled-600M,,24,0.826284,"The disciples went and woke him, saying, “Master, Master, we’re going to drown!”

He got up and rebuked the wind and the raging waters; the storm subsided, and all was calm.","门徒走来唤醒耶稣说:""师父,师父,我们要沉没了!""耶稣起来责备风和的水,风就平静了,一切都平静了."
8,method,nllb-200-distilled-600M,,25,0.664544,"“Where is your faith?” he asked his disciples.

In fear and amazement they asked one another, “Who is this? He commands even the winds and the water, and they obey him.”

Jesus Restores a Demon-Possessed Man","耶稣问他们:""你们的信心在哪里呢?""他们惊,惊,彼此说:""这人是谁?他甚至吩咐风和水服从他. """
8,method,nllb-200-distilled-600M,,26,0.614767,"They sailed to the region of the Gerasenes, which is across the lake from Galilee.","他们就到迦利利岛的迦拉底人地方,"
8,method,nllb-200-distilled-600M,,27,0.823112,"When Jesus stepped ashore, he was met by a demon-possessed man from the town. For a long time this man had not worn clothes or lived in a house, but had lived in the tombs.","耶稣下岸的时候,一个鬼附着的人从城里来,见到他.他久不穿衣服,也不住在家里,只住在坟墓里."
8,method,nllb-200-distilled-600M,,28,0.860381,"When he saw Jesus, he cried out and fell at his feet, shouting at the top of his voice, “What do you want with me, Jesus, Son of the Most High God? I beg you, don’t torture me!”","他看见耶稣,大声喊叫,俯伏在他脚前,大声喊着说:至高神的儿子耶稣,你与我有甚麽关系?求你不要逼我."
8,method,nllb-200-distilled-600M,,29,0.704446,"For Jesus had commanded the impure spirit to come out of the man. Many times it had seized him, and though he was chained hand and foot and kept under guard, he had broken his chains and had been driven by the demon into solitary places.","因为耶稣曾吩咐那不洁净的灵从那人里出来.那鬼已经多次住他,连锁了他的手脚,监护了他的,但他折断了他的链,被鬼赶到旷野."
8,method,nllb-200-distilled-600M,,30,0.731163,"Jesus asked him, “What is your name?”

“Legion,” he replied, because many demons had gone into him.","耶稣问他,你的名字是什么?他说:军,因为许多鬼已经进入他."
8,method,nllb-200-distilled-600M,,31,0.824337,And they begged Jesus repeatedly not to order them to go into the Abyss.,鬼们又求耶稣不要吩咐他们进入深谷.
8,method,nllb-200-distilled-600M,,32,0.753101,"A large herd of pigs was feeding there on the hillside. The demons begged Jesus to let them go into the pigs, and he gave them permission.","那时候,山上有一群猪在养.鬼们求耶稣让他们进入那些猪里,他就允许他们."
8,method,nllb-200-distilled-600M,,33,0.761751,"When the demons came out of the man, they went into the pigs, and the herd rushed down the steep bank into the lake and was drowned.","鬼们出来,进了猪里,猪群从坡上冲进湖里,淹没."
8,method,nllb-200-distilled-600M,,34,0.839073,"When those tending the pigs saw what had happened, they ran off and reported this in the town and countryside,","牧羊人看见这事,就跑去,把这事告诉城里和乡村."
